From Account,To Account,Amount
680446,640487,832
482759,372851,787
284121,1048722,861
1094842,810154,989
436967,537824,527
1062946,334068,188
103405,237320,547
580895,516191,966
655183,402791,991
557214,795909,542
162048,573082,23
900030,103731,625
468621,687129,298
1005786,511845,702
405226,445608,480
842032,1015642,772
345844,422343,515
521890,751828,311
415949,706473,864
705554,761544,530
1065917,447205,111
997195,669719,492
377936,359783,401
941562,1075271,381
965387,887508,555
582133,910048,774
914483,155681,960
253889,1011049,730
372111,577302,555
184100,389203,529
643205,829572,664
135151,416612,748
818770,229974,343
228740,1004075,77
886393,285454,218
216144,944708,133
1093017,360665,467
430656,483779,837
591455,283783,122
988633,827523,36
601579,504525,726
440581,260729,172
153142,838245,96
527870,379709,325
1027639,1011957,808
171809,851957,920
368230,481924,769
610332,482313,145
712409,985398,209
908347,1091024,264
889683,310536,169
979654,1051689,193
557892,1041353,711
278134,521432,720
190869,245527,330
945078,510762,241
612802,486150,618
610479,305977,92
806860,906047,504
1021146,119439,293
265695,287185,928
862552,752126,453
632665,1049320,805
101761,367279,178
520556,508203,66
596663,422845,964
953328,919422,728
186024,301798,603
637095,441568,368
278791,440985,792
605073,889511,49
353518,454001,42
316416,180817,489
440690,731114,876
539101,429732,698
935320,475291,475
969023,675173,743
227952,428927,127
228109,1028687,382
674121,1081819,873
994955,368409,992
669768,255820,690
834118,738617,570
431307,878600,660
871884,967145,10
536617,949607,841
689169,735910,624
796603,147437,629
267064,288098,414
869549,548981,832
260782,243438,920
755932,746878,248
1024691,557966,91
1073138,114090,658
132816,1094714,885
656066,933172,355
872343,136131,854
1082525,227062,401
790699,202143,522
114976,685949,535
610204,1019536,958
949365,1072388,226
776049,1008739,340
670201,220052,281
1046362,977997,785
680928,1073188,70
1056356,292243,161
633704,1041015,925
966962,972294,599
203717,346001,754
261069,162630,990
249685,102847,415
882068,382540,551
527046,101204,632
291411,196345,697
290045,360401,870
1062753,971296,399
686368,712784,180
128111,1022223,276
468004,463547,349
141561,106181,467
805098,365664,857
1043076,932843,755
574433,979619,439
382167,120490,700
916783,593763,674
1055956,1084276,542
613518,943776,943
999585,1082680,307
169713,602273,405
374421,112046,994
410004,668403,178
741381,634310,984
746628,304526,234
740202,586168,298
652375,568856,952
830277,771230,944
231883,630707,693
561205,249774,870
568267,181438,534
788699,214900,495
253530,333620,628
547921,837540,451
154842,269406,167
716672,581867,266
548016,722037,126
976998,1060036,378
1019000,902000,535
526544,732748,393
434007,330975,926
413917,984078,605
769742,217409,242
310288,618316,646
112226,447687,756
800315,673267,413
725447,475624,925
288792,116160,524
445835,233205,890
482514,940181,841
736003,607327,177
257492,321832,402
249776,381514,898
643739,876773,50
342174,823158,909
474540,502045,786
359217,1024900,388
1025127,595809,942
980004,1000618,71
471692,844513,38
226672,572772,57
870460,964529,60
454619,825757,426
348935,939978,757
540012,231671,736
881541,402534,900
206965,137063,261
580189,1008146,338
123010,1095098,815
607018,450775,302
309656,283345,748
588900,536902,291
325258,315551,887
319622,976672,835
334676,257258,787
939403,1084690,699
622354,263797,964
165182,243520,142
361769,1017018,229
231041,187437,313
920963,560172,527
193527,822742,288
906875,353500,588
351357,575150,756
570133,124990,211
587496,1000065,120
1000411,490160,234
728607,725618,609
866040,626865,303
1064086,206618,59
780475,305654,216
139580,358641,843
1018698,378434,43
701542,186967,763
582326,735742,680
885632,1027877,834
461751,552677,240
681685,451910,71
674177,623044,786
1082421,208222,158
1031033,615343,44
984395,245932,967
1042874,305824,412
775977,775853,910
373172,237405,672
825366,259456,449
1062995,287715,203
981812,549299,615
329014,392566,253
705850,231759,108
326052,861638,942
923806,318605,859
927185,262355,647
921325,705461,463
651795,677444,675
716839,717670,153
499613,870216,247
832617,502334,179
955112,1094927,236
1050985,976353,586
133141,776611,495
136354,587808,184
536441,941671,60
561249,818154,331
287189,1003801,817
773983,947614,764
663927,605391,655
672020,830433,620
254839,926281,25
953325,140867,42
914011,405153,275
729813,331306,949
403792,653729,771
814326,498879,25
252345,607817,644
444267,539675,381
206419,1048165,998
194104,775338,849
573863,295063,752
305560,169547,851
137672,797526,381
616794,508828,284
856466,733622,715
380860,652283,330
509105,453751,733
289185,250670,128
747174,112514,562
313376,745580,771
886339,771188,957
280393,469592,400
824352,380862,788
160919,330502,773
343364,725796,358
237495,128366,713
162170,107754,533
876231,344488,373
799630,440758,978
1010386,1040001,78
412729,765178,314
621071,207705,627
160936,690096,759
317753,283734,53
1065247,454571,987
744713,760529,867
107396,231258,155
696663,328846,27
825393,783673,204
740087,229933,291
544865,239682,916
844698,1022235,541
1020076,510899,830
350658,964790,135
656263,655714,62
154507,899811,922
888593,678520,665
392422,925396,308
132577,602020,260
305664,989244,321
272529,433283,655
481330,858205,999
347907,277198,873
892149,914187,516
484511,910568,171
1049716,387836,975
851585,591553,140
1039616,1008833,328
1022937,1027946,153
565946,948103,778
1023857,1056292,733
931499,896315,939
616987,428973,384
1073339,444074,847
263429,812774,198
119909,532541,734
992616,1051918,708
750429,562737,259
858384,976232,522
749593,669908,836
755262,410202,205
1081496,166142,711
1031708,903746,509
738407,627983,793
909437,452835,267
383232,209296,709
775148,416037,726
363704,279264,336
146299,1041078,585
478696,913588,566
665564,1080678,187
162356,702811,212
783152,954546,193
473898,167187,186
424986,462307,571
457304,427538,697
667137,447163,741
1085324,217952,734
656392,469574,135
748843,540116,616
737395,964244,968
495301,123172,404
978808,905199,960
118039,401353,133
844726,192722,223
1059046,752815,314
693900,898039,755
961309,756340,662
284691,257333,789
841884,537958,888
208368,132311,995
1090088,104589,362
261564,572825,935
159194,632683,447
909246,917487,391
497355,246528,217
772791,1019922,130
565532,793206,290
222389,123627,449
548430,184783,90
377902,758494,508
152398,495095,54
701789,735113,322
168107,175432,508
344926,897084,222
438292,389164,749
830723,247294,459
1059871,210091,980
331042,892002,411
379435,333965,361
811797,1063615,583
987363,887267,233
275812,406483,336
193589,506649,482
287778,208931,822
932034,386599,436
292135,494039,526
547291,561926,195
572088,782574,563
890957,919094,514
792060,994636,907
332755,217930,392
393825,300721,344
363889,876724,987
298695,266530,927
1074313,565840,937
149316,159830,188
421938,543020,718
936885,279597,35
721379,162498,552
908445,1006721,310
550009,854251,674
930373,259994,861
108197,304824,652
354530,302360,678
241359,631422,119
140408,496588,424
522619,296451,354
596283,223211,238
494645,246096,664
806174,847688,345
387870,879456,298
840931,697143,104
638100,142059,579
873991,893524,31
116502,729092,510
182888,389581,497
174103,742481,580
164491,290854,199
300326,355720,317
897924,404184,536
636321,387263,589
545726,524096,523
593870,719034,124
472735,200580,103
1066848,1054343,728
514172,616609,762
126002,1066825,872
329258,304579,973
854664,434767,755
1045780,564063,859
884769,259666,864
311585,100594,784
671780,781426,316
468828,779992,156
884664,844371,644
1007653,197536,936
767886,928185,789
165978,212047,714
948397,700276,387
115965,465527,147
316423,953727,330
647314,672091,908
257136,777397,485
573424,325051,202
681258,649703,257
341177,240258,834
114740,878912,275
1064904,688248,478
131075,178051,824
200637,766381,510
682260,944852,241
980845,910977,199
779717,1056076,608
535926,594685,261
600793,387667,235
293668,745116,605
981216,486272,159
594933,817603,352
121440,103985,932
446188,611841,122
442937,100964,585
719792,585236,425
576609,527041,776
103676,330250,242
541499,826014,633
968656,695811,359
355027,280358,351
955044,121325,514
434899,180470,718
754975,1095536,99
306868,963099,74
801029,433516,342
1035137,1045426,370
972121,1059526,804
822509,386663,560
664630,927511,685
993489,749780,520
503765,199690,624
432794,289193,32
981565,887600,197
526833,951673,42
246360,155031,19
1072816,128580,323
533744,1040821,900
105573,905496,400
805760,919534,949
350655,940272,689
882542,234115,826
952350,294300,596
1063568,564978,182
786592,106404,603
607622,975966,21
199217,535719,871
479332,1048441,586
380977,427179,543
882091,597461,328
587819,711276,58
820219,344390,964
625027,280459,99
964569,615883,238
397833,459761,839
740964,679708,353
239197,206996,888
469584,343897,431
682382,151014,956
378191,211061,419
868642,179027,533
309619,322135,279
171637,320365,118
239225,530840,119
561494,225371,334
373828,167874,683
347150,961711,334
520379,241807,240
719174,334517,550
140679,741824,567
376749,407583,92
1085111,814528,404
563022,1075692,418
1014649,567943,76
264005,191767,514
913448,335835,92
732092,583168,44
529588,226532,793
976476,1033365,447
289933,964538,345
635035,574957,843
978473,228448,358
872671,108825,826
886075,281807,25
406739,857886,326
279489,990853,809
972574,343332,816
126852,255614,63
791412,116540,453
992345,596999,328
752794,879959,235
246352,1048339,637
1074393,767125,312
737121,489094,253
319106,670958,150
613118,697943,858
359090,993587,24
479000,903545,796
502341,128353,335
347455,433603,453
192866,199683,823
970991,546733,951
281737,461662,305
1092216,290910,967
1093392,680294,107
786112,290355,411
674178,788653,171
210137,227755,250
199746,281183,764
427441,751264,368
224678,700713,384
306759,944450,373
131052,255905,341
569842,1007670,471
603141,110943,649
474538,570825,66
185039,868029,957
577112,1001576,529
143997,316429,601
648861,439299,958
800388,274221,408
1092701,709892,228
418706,548289,369
851896,951118,905
769248,403849,794
996349,765490,559
275044,722260,37
861059,197491,754
124218,1015307,662
132598,338721,274
462019,782602,901
682241,307742,595
931921,1096329,939
416228,672009,671
778214,566417,601
957279,180213,531
983570,760119,944
370623,685587,44
278464,755802,40
597119,999500,341
1069821,819614,930
328635,600925,529
711611,770784,108
920174,577662,343
670447,621669,777
768451,121315,943
515590,806459,675
847526,543968,227
925443,997186,108
266778,609984,405
567249,762472,219
526217,292247,901
856474,639429,152
304535,334747,848
1054242,795616,763
214883,956561,23
694083,636490,638
876611,1003621,558
871559,600155,943
284450,261849,364
584572,740865,446
259801,490630,311
276723,797352,426
453086,1059468,905
544670,664484,728
326306,870816,86
672878,1003442,538
281031,164144,859
191967,162044,464
742899,573428,422
968556,1073754,979
767799,833388,1000
812474,830168,838
1098316,1072745,840
975687,1041589,403
837277,538393,728
309810,369812,149
464919,556083,352
422928,760489,534
226506,496511,553
1025532,403465,717
843203,432281,902
934408,937200,211
942180,148837,470
264450,625375,227
829635,235096,807
196213,448560,111
725678,743880,455
253388,177588,167
668847,147564,286
215512,451133,684
925752,576245,257
641218,529264,422
700221,480885,720
859074,1078453,872
860080,746809,327
525846,543983,35
266597,1043390,817
499534,806784,758
766285,614780,739
607941,407506,591
136471,707616,328
685554,977193,81
194651,168693,803
732676,606698,834
1050402,455694,120
743094,698148,500
431792,448704,646
426239,453578,787
280939,505779,434
601423,983269,112
620147,953108,389
324101,849776,798
1095503,105791,493
382925,530849,606
423371,448602,527
613832,835927,347
356638,347335,280
101880,241581,920
607667,368159,713
739145,734309,76
1027261,257298,201
769409,770040,563
961313,306930,650
577690,366900,492
238623,676601,431
364380,1026799,975
394965,336272,214
185283,440263,683
406952,666734,42
666162,292980,109
131596,496324,478
1066190,413331,979
337384,388582,54
268413,114819,260
922761,773076,606
1093863,777008,947
722423,352409,611
207733,1063338,428
358853,181855,585
991011,825059,547
209850,716846,824
340654,999083,888
379003,315274,779
419306,456273,130
691705,604221,247
105932,599800,197
270554,955361,237
445624,687818,167
328611,832821,791
488790,267858,949
187920,328578,341
497093,734391,545
803689,467493,125
234863,785736,937
619000,822588,122
122829,617961,565
452602,710238,926
732652,294992,951
298920,291199,212
792691,775176,203
849897,752765,947
1031047,795340,725
950753,240693,166
808711,259741,277
941153,712207,680
548153,274019,710
718620,466806,842
502383,483973,431
588680,384982,231
464814,411842,114
692854,955296,607
1048106,790075,999
334080,809009,952
914778,757110,230
957440,1082509,819
430072,944904,213
298815,890336,107
586097,315184,344
436781,301286,577
881245,470738,295
688527,215213,273
191612,836637,155
292448,836765,833
1064653,847110,882
334894,426543,46
1038926,1038952,989
133530,1047040,353
847594,1064684,850
347979,792944,964
846430,384213,948
356677,797425,967
1098545,508045,371
107106,371063,562
584375,991427,684
323432,815482,89
783292,878155,115
765758,451177,445
233427,935431,520
152496,503238,374
719721,1007110,842
715153,222673,832
683342,647528,617
944671,700402,872
1015520,200238,447
714106,1018502,748
135166,126020,478
369884,519689,258
648249,568819,219
1045659,837172,621
162152,302982,574
522399,983254,775
413316,129293,877
1007965,926651,238
484693,1027912,98
194687,1034012,810
218540,982576,466
251658,506749,226
106635,919956,793
841058,636010,914
997372,430231,139
196685,324860,290
850015,182842,142
997705,1015250,573
103754,737971,783
1080465,1085608,753
558896,369366,748
1020733,471424,492
553080,204409,61
195196,1055999,611
296567,392297,536
1003361,732911,615
800927,991567,733
156495,444437,160
170625,396761,652
634654,385343,506
740496,1034713,346
968739,530875,680
840711,328591,191
952429,283626,424
535931,1050220,235
521291,199237,123
506397,964597,115
570253,651421,244
174969,1031893,517
773577,1069996,798
1034190,104529,218
1074122,408619,526
190254,602383,65
773495,207323,37
465360,333001,226
344173,203429,765
174606,322248,899
678717,576909,275
1051803,312571,439
799118,1066830,189
590984,443670,567
126000,472476,350
260508,934528,485
331067,362099,271
944585,349892,618
358934,484829,598
798160,117959,377
728204,129567,666
497312,601211,927
262075,1076207,851
757428,292177,247
614157,934835,727
664967,557527,206
445176,621916,853
518560,443733,26
237006,1012252,244
326090,523215,607
1018057,819550,447
565692,421625,362
206675,980902,492
854664,945160,871
860560,1040843,811
770642,719730,241
962715,449527,266
562335,443199,852
976115,263124,585
906442,1065858,332
1070871,920862,700
777069,495513,471
357397,826160,808
1086141,285460,231
812018,1017169,476
937465,906450,41
106044,551518,675
295209,956926,497
1028095,424894,367
306745,754438,893
627464,891344,944
728458,214491,952
737547,943168,489
665205,730087,46
920340,708267,425
140561,378059,168
590024,266555,732
941137,995396,517
1047668,871795,232
215350,815824,797
679963,1036491,508
255792,648633,808
924690,272204,471
380721,310287,130
837388,672158,530
1089533,478913,768
196590,234788,168
489230,949416,196
914064,794410,357
332492,133470,350
577208,331765,386
478630,475451,334
714620,617408,298
129829,666088,753
360596,275247,688
527473,762817,571
224143,525127,793
754857,401538,762
106034,782651,304
901505,442635,772
555364,937997,679
541141,259037,357
460111,788578,543
1091090,691234,416
571836,567680,262
775468,687023,574
1032341,1058453,46
382597,320643,601
815853,408067,913
624570,307452,890
786772,350862,660
291444,982397,881
470513,374883,445
402747,315590,136
331362,871579,597
819688,298162,960
352725,1067184,117
922467,834780,283
710877,843396,370
435885,538095,339
398723,417841,760
403775,641285,378
662275,484554,405
235022,1042097,646
904887,769080,675
1013122,611857,287
780787,941720,846
862116,814333,163
911363,586140,210
679778,474434,875
1041420,1041535,861
359058,162275,377
587720,920397,741
710569,160292,939
1019879,619873,408
781588,275416,568
1047546,905034,981
1043536,840494,420
988986,697208,425
565245,772725,916
469846,566902,768
235661,861019,738
790994,166072,200
883911,574553,510
258986,399952,772
834295,704338,555
235701,502615,432
353805,966943,741
305993,508873,693
933959,345526,292
924635,571893,314
1006620,133059,628
602130,313912,338
530055,648083,329
1026896,857567,213
681008,337951,645
726052,570417,794
1080143,275502,136
477296,586166,582
428674,893510,524
809129,363196,33
154930,485616,904
543687,1029046,291
855622,919875,275
554692,240618,107
1033216,315510,550
722314,642265,968
577403,954553,495
853217,738186,837
143853,932865,917
893822,865633,780
469027,928734,776
846623,1026432,287
464024,395517,451
235245,109885,617
532635,801118,565
317796,787326,224
745262,713848,354
1091591,948556,933
485580,286673,759
150213,701717,584
757813,481513,445
310308,961925,695
530822,536032,993
399640,382443,709
654829,786210,956
779163,426688,440
377590,118786,818
597601,313816,940
703449,702940,726
597383,453654,485
1068918,944151,269
591006,658580,377
230052,871078,145
638366,856363,756
979275,444198,130
1024311,568463,386
742631,164146,818
1035063,831445,479
791924,730817,287
369933,855083,503
446736,224067,218
724127,128349,241
890277,364922,872
941285,315023,302
724901,147135,775
600862,186154,786
842203,258377,798
785722,169306,613
326510,685269,483
795412,908933,491
415121,1037764,550
948005,782975,775
369721,615187,23
259507,799552,329
102360,1073858,52
168754,162487,511
901567,802319,934
205728,1008184,877
441933,993493,210
871880,269337,845
998700,467832,630
237875,857731,988
878125,994219,724
396092,506574,278
451589,475009,324
251215,834923,772
217995,840585,262
434427,1002793,400
1013162,636337,356
662375,582817,65
268906,492715,181
654298,181723,330
519492,722898,771
368343,962741,582
631597,1037316,411
658116,168268,419
891201,974203,965
401507,624010,798
1045299,388949,838
312200,554830,693
302210,424708,561
1080472,613135,174
941000,955317,393
558084,558707,207
145246,187279,871
852420,801264,778
945598,1019365,577
441978,736710,852
761160,453814,910
865307,997717,853
654242,249621,210
891254,552095,24
1054996,480605,559
701744,995977,607
665874,527935,864
536481,243415,670
157727,696412,167
924629,121858,49
535476,861479,882
200813,509603,656
718485,304848,406
1078424,434121,723
459146,164149,403
129509,411397,307
986453,378567,629
471011,1019512,962
966121,433976,278
280728,1026149,665
779447,479823,565
306040,866857,708
183632,331648,430
137770,453895,536
1066998,103651,787
930638,575158,498
239389,1075935,357
942080,835806,863
854193,147385,700
334036,228643,241
1058147,967748,523
717006,162949,868
1061716,1043698,125
945800,687713,750
298336,1093117,724
697414,392022,688
113628,152742,897
1084539,837044,663
967250,312527,85
966183,443483,116
443904,805972,677
1009387,1021244,613
405233,123004,636
754536,101546,374
608436,613420,877
765702,1035097,45
739455,839962,176
824456,381397,957
685967,392577,728
637696,737840,625
324292,113939,500
985084,512582,814
909461,782358,590
531032,565715,796
223070,322373,316
803452,219313,124
1040919,876939,925
754996,394886,999
721148,421311,587
268082,853483,33
809918,378029,817
261022,101156,17
610548,459357,655
205640,880417,199
135472,1008608,616
332514,388584,782
837490,207625,654
781845,874859,565
1084242,560050,63
1037519,1075729,415
797208,519576,216
795500,136518,110
1082739,429701,597
517583,1075429,763
502702,623877,459
923401,311401,122
1096914,995680,261
514796,236830,346
395638,846037,515
451745,1011319,147
317119,392730,265
643624,795371,797
585257,720592,832
293837,613402,466
567013,217772,460
342847,416853,903
269960,485983,98
616411,158328,384
140592,443803,490
745220,864075,212
218130,982416,797
265337,490631,862
471377,327687,840
806366,304896,239
204444,394474,878
223686,290244,997
604518,727003,147
390951,579256,589
709510,695286,727
841279,699978,331
976704,993882,707
573224,708586,596
406289,784660,911
337931,407429,908
918213,202826,643
254651,910280,538
437398,341181,58
209964,923341,38
722812,684935,587
298438,362723,132
913178,269540,870
386571,1086935,864
638128,145711,952
773400,331059,421
329158,381739,595
893671,869454,236
427636,591726,176
731242,101882,139
754362,310028,299
326305,894281,154
337357,261037,816
281404,438992,367
1051209,876942,163
924719,925470,71
232822,561892,850
447249,462978,464
567559,759913,544
454179,761628,537
559877,929601,893
591505,926939,275
375302,173567,558
188767,180510,391
670387,864187,461
720707,644878,280
295849,496192,807
849696,989698,46
992257,172224,905
939629,772402,121
848727,997665,284
446316,900033,106
287422,1087487,92
206928,1017397,320
833816,282881,847
648034,540257,39
899758,877084,941
229836,584596,725
439301,263969,650
1008421,588237,729
130574,1043382,646
159828,170254,249
550946,345926,412
1041580,850958,490
1076922,830046,296
233174,566818,180
140110,840054,710
254129,136475,893
633528,654110,544
647155,1022006,634
845538,696660,69
1015099,681491,308
777622,199147,604
234270,885279,912
199264,998881,251
718802,1005587,742
501046,604978,798
870363,970758,126
332747,153367,38
834504,914346,768
400307,369091,174
440991,369327,263
836188,905900,902
312743,698354,612
762980,624804,892
572295,273438,357
919836,585001,746
650498,1026113,61
248646,1031740,379
353727,596124,920
599828,801133,761
618852,783236,280
1028350,844514,387
135225,762590,432
295721,173771,779
323735,601461,683
106116,439817,724
276559,1025869,771
864142,1019203,609
510490,306539,838
304228,994707,658
437566,714664,588
494105,297576,910
269611,740439,859
328359,654200,614
532104,449165,325
903295,999063,217
364532,146774,392
381335,931609,546
550189,346912,94
960035,371543,791
426461,897770,744
461031,581102,444
386254,499787,348
138769,598427,849
749494,715531,631
746873,106512,141
473959,748908,187
433297,120024,858
1055496,1027619,933
234818,896492,194
102063,584149,652
463390,175244,501
238207,582751,588
657553,326668,84
140502,1021685,154
1025981,110933,206
135998,888808,112
128438,179980,36
360867,890652,610
1030131,487794,96
970311,650169,966
719110,743454,612
1026608,238372,414
219031,295201,538
408077,418834,498
707395,722242,343
891916,684148,541
401679,365341,760
788896,944851,667
157152,518734,641
793524,797799,43
605214,407675,311
338237,203372,167
229482,778462,248
1050678,307090,123
616034,985704,411
781496,640249,619
719691,474144,941
113003,1095402,345
173923,782410,49
811918,356275,513
485361,1055559,295
1082455,736588,458
525007,987833,976
952659,686537,906
934292,776338,592
1034471,213535,554
950666,635233,474
290109,380244,241
997532,278976,744
1067406,641565,772
107626,481150,277
725908,1078513,579
331690,929051,354
307269,211959,81
516425,446907,53
321663,905394,668
358262,1096806,151
423398,412511,365
275003,569520,204
855283,537013,287
817758,128172,347
938221,379623,703
733543,529406,770
116291,209374,216
160903,837550,616
136083,355279,184
609211,169234,318
687111,901479,160
430692,108401,166
920783,409573,864
213695,563003,930
845810,1050141,59
351452,1028330,28
747890,647309,532
437010,667377,177
599292,455470,902
718032,941839,97
331622,1052392,802
191099,551915,436
878320,642342,882
674051,712324,434
856588,383066,942
473184,1096611,938
922076,771073,543
418139,594086,302
392568,930156,904
777178,359218,911
378523,215905,929
815052,718527,222
678674,994073,810
494129,342539,144
561033,235497,643
236061,1092047,707
1017299,658157,476
451756,158942,524
634314,548522,715
667018,271292,136
214305,1008271,393
924104,946002,347
998079,1054978,124
1021713,539870,417
634256,957096,814
324689,1067111,435
422095,182989,603
786961,1092849,352
115006,878372,100
579221,1034478,578
274390,630779,256
1002004,442784,677
784402,866653,49
1070397,973295,456
203508,849800,522
753142,783154,258
272281,690144,95
536383,970654,369
567484,650642,832
402598,1054300,636
533957,879760,758
442679,427714,835
779007,646349,309
590930,103723,708
652108,492591,711
881308,358123,629
652349,344730,710
599144,729492,567
162786,999876,704
371286,442325,48
573617,790462,247
855680,904290,191
577115,402846,156
243060,1000806,900
523390,267510,723
213085,206915,148
105641,983615,820
103620,1022538,85
606849,620591,511
716763,1036855,898
322549,357084,639
619267,603119,969
299388,1006427,111
890219,922079,348
558692,190793,212
856892,395049,239
629092,296808,26
206273,292967,493
550896,112315,554
776821,1034602,664
786512,732243,924
210071,334103,617
583017,602669,44
822796,346918,162
911559,1007905,466
783571,984323,881
1076432,257005,401
886760,846987,279
1087596,609781,489
401677,733077,388
986583,352824,867
989203,789728,793
690769,924932,648
162995,489276,228
365247,371784,832
805934,1044618,749
106206,706030,947
391510,166076,610
464342,740022,536
273284,192351,452
114084,237039,444
1022150,1029146,798
902676,611330,367
262728,137773,587
680651,763772,361
364576,486057,778
1064474,459768,536
1056226,650580,115
959772,543984,555
177328,266430,327
704079,724150,389
760940,345476,273
613107,891629,48
748474,971125,805
803679,255185,520
350659,1088604,136
320333,680008,248
910428,909798,211
331866,986398,783
873473,981543,518
378226,776293,288
1064150,841648,933
523565,579157,533
328655,514108,289
392327,642346,216
652465,202919,235
973064,895448,600
905631,935161,154
888379,606358,570
112774,169765,159
660372,529306,603
713406,695844,497
409684,431034,498
597726,287667,232
703127,356066,447
1091536,332135,163
412446,308423,568
224128,468891,853
928751,547703,550
771934,1060142,881
225720,335182,432
574800,717332,828
489777,398750,413
488082,701095,686
839554,442383,693
450971,291345,760
227748,416072,381
1048779,966430,886
1059054,928944,466
846455,709486,295
684261,693456,709
946387,543996,350
196330,912535,86
663056,1064639,411
733473,989992,360
613365,153443,532
809392,1095066,703
173894,730111,80
248689,1019867,687
1070900,547311,100
275315,148700,364
1022778,925403,422
745566,582197,762
250142,799635,410
428782,683962,458
607152,515105,839
326010,754568,325
494087,194646,78
339154,318442,327
330775,419728,794
623648,859985,907
451162,229105,422
546644,280685,610
718252,132101,403
275153,545984,564
749073,141008,215
211033,197987,352
300293,889735,589
975411,852508,42
530062,397930,999
336455,979076,418
220594,786104,247
299759,635277,608
708042,561157,413
310769,1071862,532
933062,709152,361
368814,882876,409
136242,858642,352
499367,874306,465
222012,1096800,271
584247,303261,311
194521,174761,487
1055584,1012649,962
356926,140088,655
667121,921686,633
1011471,1051561,512
1099341,934300,787
163207,582142,962
282873,161664,256
683609,849976,400
409731,196625,215
1092528,897764,309
687720,818706,982
731586,786267,724
850252,179448,120
650064,281900,116
951404,220837,186
330391,584506,966
387667,858837,286
527813,483379,165
988232,822235,56
497592,425786,326
900787,545840,468
783896,400479,41
875890,109986,979
1009554,222655,705
273571,808495,625
635846,376750,194
630480,732509,802
260145,948677,225
680263,500429,496
720289,640357,569
703447,245418,366
348730,230562,549
573726,869867,37
112541,648602,158
119048,572678,348
606654,499171,624
282956,510156,425
239407,945511,547
699088,1058069,516
390002,171208,844
778828,766823,795
638745,169907,325
733252,901510,406
869699,640486,566
703292,722205,69
148617,334054,562
125950,1082076,738
198159,838113,42
1088845,335186,801
761895,780785,985
694432,915344,232
910134,1067275,52
199565,957856,645
138294,689344,650
1081899,286107,554
177111,536933,26
147483,360750,577
782682,893830,678
509508,900440,879
1063711,498679,313
288431,612519,603
857281,793899,385
822923,212813,308
447939,929878,875
1090507,425422,963
963173,490460,150
1036768,662419,562
420630,120187,825
619977,812727,995
587701,862775,978
152763,819540,233
1058174,507843,364
627210,858009,637
396444,938394,979
948655,1008378,907
975945,661008,422
415233,768199,798
857698,324751,668
366532,171952,670
1011364,354626,96
554083,362309,570
301943,396638,802
250166,883208,72
744500,586521,424
409203,191743,864
116887,707063,299
295383,930435,965
750149,434163,772
722166,524062,220
289103,564546,885
465605,998007,662
1053927,127974,27
241784,638651,943
462630,360973,525
510928,895636,350
664096,787970,992
810817,880445,229
813216,906778,868
182324,480520,287
183428,402990,959
406303,557895,992
789604,309195,15
193782,840649,429
301609,858980,851
534489,165074,782
646022,134515,487
288741,996281,88
994751,941523,758
385334,970082,865
1051943,447426,566
755384,226092,389
713028,165400,508
251568,698779,186
456192,946260,864
131335,1039757,727
194717,333280,119
658113,659579,667
394055,233119,867
984624,488807,490
178696,672358,584
869647,707819,817
483313,939072,949
922639,350024,860
203638,370125,535
271743,230839,218
402910,185961,516
1050594,162441,760
689341,1034978,527
419164,623333,214
545370,900656,726
209216,913393,935
719923,204472,793
145579,866857,927
895176,240383,351
801148,395264,261
797023,397032,855
669268,546431,933
190626,807708,181
839971,443663,793
491409,455212,553
140599,1037849,351
100260,1087964,292
528023,673629,436
352474,244063,245
321489,937088,846
423440,218225,441
719630,231661,441
664285,119004,48
152401,876351,940
361554,538133,956
387251,261587,713
999692,124985,825
970180,361858,741
981259,871706,109
388319,464535,435
826871,1079399,391
444321,147974,125
517108,896600,352
369725,1061177,575
751303,1009456,627
864569,629681,758
990177,201019,884
432321,740187,880
811088,1078037,490
747527,267722,892
679086,975278,478
167627,400708,442
401548,116490,676
662424,467531,934
874110,433583,718
906276,615497,315
667501,326231,373
617120,899994,451
1048934,290041,633
440348,618447,578
985554,1043476,758
332449,995487,188
689457,395856,991
820871,668275,849
1031714,192137,513
880576,265591,464
136325,497397,221
383644,833939,87
488829,224617,289
797486,194319,982
866411,159726,412
521649,734127,17
458967,197234,834
1020984,419796,571
571956,944121,531
475165,217839,886
475688,788842,822
234804,639822,770
539328,306325,76
659186,466641,198
399111,1009793,799
499793,709652,524
353696,506677,433
455389,402274,750
358173,767814,331
1068865,430243,82
663588,866378,343
1008229,239922,819
666812,910416,188
197709,823824,151
451768,934580,888
285765,641485,710
871383,816947,674
674558,254884,132
1098159,938637,64
726639,582124,773
872661,267043,297
417067,394063,185
866987,630234,674
150311,666227,31
856775,500657,526
703340,184317,295
399707,439383,12
275520,561563,265
509121,744424,457
884770,442509,824
724203,101030,687
519101,217977,540
403405,413132,995
716521,241319,376
464706,284572,853
497487,340575,305
420355,173943,587
555107,357173,534
128173,350320,231
748143,396006,284
1011132,400025,768
675947,162610,108
842209,710344,121
799009,256534,704
593452,1074194,441
313051,531111,245
156390,833002,968
107917,551460,279
681623,178102,504
331010,762492,156
306648,1061573,375
142785,1003875,605
406308,537701,521
657581,959091,376
172048,356065,899
589775,357438,540
822807,207693,731
1065304,189752,961
968808,1080881,632
