From Account, From Account Name,To Account, To Account Name ,Amount
687781,wyxxyr,687849,wyxyuz,489.0
979553,zxzvvt,1044679,rquuwxz,558.0
617674,wrxwxu,107676,rqxwxw,670.0
703725,xqtxsv,1000675,rqqqwxv,739.0
739513,xtzvrt,426368,uswtwy,638.0
1034038,rqtuqty,114071,rruqxr,747.0
792407,xzsuqx,260673,swqwxt,328.0
822822,yssyss,309035,tqzqtv,985.0
1003150,rqqtrvq,627123,wsxrst,277.0
810378,yrqtxy,477748,uxxxuy,382.0
141380,rurtyq,363983,twtzyt,161.0
811455,yrruvv,463628,uwtwsy,235.0
205570,sqvvxq,255336,svvttw,423.0
329923,tszzst,736441,xtwuur,102.0
913143,zrtrut,541482,vuruys,651.0
804301,yqutqr,885450,yyvuvq,33.0
1044038,rquuqty,334358,ttutvy,181.0
855366,yvvtww,717235,xrxstv,298.0
458247,uvysux,1003834,rqqtytu,255.0
343753,tutxvt,1093168,rqztrwy,794.0
218917,sryzrx,457814,uvxyru,389.0
223406,sstuqw,756493,xvwuzt,100.0
492372,uzstxs,382920,tyszsq,492.0
772576,xxsvxw,251203,svrsqt,556.0
912492,zrsuzs,924237,zsustx,460.0
488110,uyyrrq,966164,zwwrwu,750.0
802174,yqsrxu,867969,ywxzwz,618.0
201890,sqryzq,910744,zrqxuu,547.0
1012906,rqrszqw,783611,xytwrr,516.0
1009805,rqqzyqv,187996,ryxzzw,223.0
884346,yyutuw,602063,wqsqwt,901.0
551629,vvrwsz,802189,yqsryz,349.0
727071,xsxqxr,381995,tyrzzv,169.0
426885,uswyyv,909194,zqzrzu,349.0
313545,trtvuv,120791,rsqxzr,757.0
311614,trrwru,579549,vxzvuz,405.0
218618,srywry,782143,xysrut,145.0
236095,stwqzv,530676,vtqwxw,388.0
329099,tszqzz,997724,zzxxsu,590.0
808956,yqyzvw,378580,txyvyq,35.0
441410,uururq,828511,ysyvrr,891.0
560437,vwqutx,482475,uysuxv,398.0
167224,rwxssu,702327,xqstsx,118.0
877097,yxxqzx,262891,swsyzr,245.0
989279,zyzsxz,509319,vqztrz,820.0
735532,xtvvts,328225,tsyssv,94.0
619895,wrzyzv,108088,rqyqyy,762.0
180942,ryqzus,378805,txyyqv,240.0
539386,vtztyw,908146,zqyruw,833.0
683925,wytzsv,224430,ssuutq,364.0
534286,vtusyw,884900,yyuzqq,763.0
440457,uuquvx,849407,yuzuqx,412.0
588039,vyyqtz,709551,xqzvvr,250.0
1058504,rqvyvqu,155317,rvvtrx,162.0
1037185,rqtxryv,805460,yqvuwq,628.0
196702,rzwxqs,854334,yvuttu,817.0
456364,uvwtwu,1008006,rqqyqqw,83.0
869797,ywzxzx,621356,wsrtvw,891.0
259968,svzzwy,174191,rxurzr,375.0
135519,rtvvrz,726377,xswtxx,344.0
902722,zqsxss,425999,usvzzz,600.0
247759,suxxvz,504065,vquqwv,876.0
623105,wstrqv,1050572,rqvqvxs,733.0
603521,wqtvsr,676784,wxwxyu,567.0
542976,vuszxw,1028375,rqsytxv,988.0
689742,wyzxus,314272,trusxs,540.0
318069,tryqwz,124975,rsuzxv,844.0
611653,wrrwvt,451724,uvrxsu,747.0
459904,uvzzqu,839416,ytzurw,56.0
775945,xxvzuv,803418,yqtury,133.0
628957,wsyzvx,686503,wywvqt,627.0
572296,vxsszw,217789,srxxyz,853.0
1006753,rqqwxvt,665276,wwvsxw,515.0
832997,ytszzx,206760,sqwxwq,877.0
384324,tyutsu,1035785,rqtvxyv,571.0
768624,xwywsu,233178,sttrxy,407.0
804948,yquzuy,426934,uswztu,441.0
1010886,rqrqyyw,586517,vywvrx,738.0
572943,vxszut,494292,uzuszs,131.0
103548,rqtvuy,390922,tzqzss,227.0
119483,rrzuyt,737446,xtxuuw,998.0
747112,xuxrrs,407619,uqxwrz,263.0
597177,vzxrxx,661545,wwrvuv,876.0
195822,rzvyss,618585,wryvyv,525.0
938484,ztyuyu,593742,vztxus,70.0
465377,uwvtxx,939468,ztzuwy,549.0
978980,zxyzyq,559341,vvztur,80.0
964959,zwuzvz,528430,vsyutq,595.0
828540,ysyvuq,975774,zxvxxu,131.0
976766,zxwxww,372753,txsxvt,161.0
673361,wxttwr,125190,rsvrzq,368.0
460392,uwqtzs,143201,rutsqr,694.0
156407,rvwuqx,990016,zzqqrw,904.0
956736,zvwxtw,933976,zttzxw,181.0
543671,vutwxr,1027318,rqsxtry,894.0
756080,xvwqyq,940786,zuqxyw,856.0
798229,xzyssz,759433,xvzutt,922.0
997498,zzxuzy,579670,vxzwxq,837.0
539257,vtzsvx,1078624,rqxywsu,224.0
432927,utszsx,312156,trsrvw,397.0
728534,xsyvtu,929093,zszqzt,476.0
1085968,rqyvzwy,1005013,rqqvqrt,569.0
615610,wrvwrq,319646,trzwuw,364.0
469607,uwzwqx,1029008,rqszqqy,381.0
904758,zquxvy,572326,vxstsw,132.0
456918,uvwzry,704248,xqusuy,813.0
293076,sztqxw,500483,vqquyt,398.0
428785,usyxyv,422150,ussrvq,250.0
647917,wuxzrx,655121,wvvrsr,953.0
362252,twssvs,282978,syszxy,439.0
768494,xwyuzu,341179,turrxz,46.0
304627,tquwsx,756917,xvwzrx,665.0
418966,uryzww,206349,sqwtuz,58.0
551803,vvryqt,528381,vsytyr,49.0
574067,vxuqwx,388356,tyytvw,196.0
122324,rsstsu,881131,yyrrtr,462.0
878456,yxyuvw,311313,trrtrt,705.0
1009014,rqqzqru,622751,wssxvr,873.0
687014,wyxqru,1048272,rquysxs,709.0
311809,trryqz,246144,suwruu,528.0
1085225,rqyvssv,274416,sxuurw,853.0
935030,ztvqtq,296271,szwsxr,230.0
460635,uwqwtv,445442,uuvuus,272.0
883160,yytrwq,849324,yuztsu,78.0
386390,tywtzq,228524,ssyvsu,856.0
633498,wttuzy,1024813,rqsuyrt,756.0
207305,sqxtqv,1084874,rqyuyxu,43.0
938871,ztyyxr,403073,uqtqxt,650.0
623080,wstqyq,1042653,rquswvt,313.0
664259,wwusvz,956472,zvwuxs,591.0
195203,rzvsqt,405605,uqvwqv,404.0
275880,sxvyyq,708923,xqyzst,660.0
394762,tzuxws,424580,usuvyq,582.0
660049,wwqquz,591666,vzrwww,248.0
437454,utxuvu,266556,swwvvw,420.0
406259,uqwsvz,1030330,rqtqttq,579.0
547470,vuxuxq,204216,squsrw,556.0
599557,vzzvvx,898407,yzyuqx,241.0
216148,srwruy,432353,utstvt,227.0
487752,uyxxvs,327834,tsxytu,73.0
382453,tysuvt,879540,yxzvuq,146.0
849210,yuzsrq,452051,uvsqvr,248.0
192318,rzstry,686761,wywxwr,206.0
538767,vtyxwx,635362,wtvtws,872.0
720278,xsqsxy,831492,ytruzs,786.0
724361,xsutwr,324649,tsuwuz,476.0
773608,xxtwqy,611698,wrrwzy,482.0
872663,yxswwt,648928,wuyzsy,557.0
479710,uxzxrq,277395,sxxtzv,143.0
1002434,rqqsutu,699641,wzzwur,489.0
459061,uvzqwr,972474,zxsuxu,42.0
283039,sytqtz,842718,yusxry,485.0
359358,tvztvy,589658,vyzwvy,868.0
1021961,rqsrzwr,293937,sztztx,785.0
947275,zuxsxv,645599,wuvvzz,881.0
114316,rrutrw,469493,uwzuzt,341.0
912811,zrsyrr,969262,zwzsws,720.0
323291,tstszr,560781,vwqxyr,701.0
408226,uqyssw,865858,ywvyvy,117.0
305776,tqvxxw,297735,szxxtv,182.0
1051847,rqvryux,371054,txrqvu,752.0
934694,ztuwzu,782994,xyszzu,209.0
373566,txtvww,771898,xxryzy,781.0
535291,vtvszr,469074,uwzqxu,686.0
276518,sxwvry,820752,ysqxvs,41.0
1051271,rqvrsxr,629500,wszvqq,617.0
535107,vtvrqx,461503,uwrvqt,486.0
316234,trwstu,721704,xsrxqu,981.0
889267,yyzswx,458447,uvyuux,981.0
252716,svsxrw,273088,sxtqyy,469.0
504176,vqurxw,155038,rvvqty,381.0
136016,rtwqrw,105155,rqvrvv,40.0
757114,xvxrru,165564,rwvvwu,597.0
774413,xxuurt,185396,ryvtzw,564.0
229419,sszurz,817434,yrxutu,67.0
834541,ytuvur,478269,uxyswz,360.0
515463,vrvuwt,183974,rytzxu,670.0
1060560,rqwqvwq,853395,yvttzv,425.0
902659,zqswvz,991150,zzrrvq,912.0
942866,zusyww,391845,tzryuv,976.0
877491,yxxuzr,646447,wuwuux,696.0
856065,yvwqwv,236198,stwrzy,835.0
1049085,rquzqyv,283685,sytwyv,537.0
198038,rzyqty,240182,suqrys,785.0
909511,zqzvrr,428661,usywwr,86.0
524147,vsurux,509957,vqzzvx,455.0
456590,uvwvzq,306651,tqwwvr,92.0
130848,rtqyuy,150953,rvqzvt,32.0
722114,xssrru,648098,wuyqzy,884.0
208959,sqyzvz,989763,zyzxwt,644.0
922159,zssrvz,1085339,rqyvttz,68.0
673145,wxtruv,247410,suxurq,128.0
336446,ttwuuw,432025,utsqsv,316.0
606367,wqwtwx,542639,vuswtz,707.0
877270,yxxsxq,181788,ryrxyy,469.0
215349,srvtuz,432207,utssqx,630.0
606839,wqwytz,1073541,rqxtvur,921.0
653871,wvtyxr,187135,ryxrtv,50.0
131912,rtrzrs,141026,rurqsw,218.0
302022,tqsqss,660996,wwqzzw,234.0
331635,ttrwtv,280007,syqqqx,671.0
1026951,rqswzvr,706001,xqwqqr,534.0
654163,wvurwt,390262,tzqsws,390.0
308646,tqywuw,321132,tsrrts,383.0
645638,wuvwty,379140,txzruq,937.0
938496,ztyuzw,800722,yqqxss,560.0
704994,xquzzu,847754,yuxxvu,677.0
650728,wvqxsy,621170,wsrrxq,784.0
1008629,rqqywsz,706128,xqwrsy,552.0
833931,yttztr,586375,vywtxv,993.0
785714,xyvxru,853236,yvtstw,836.0
898466,yzyuww,335654,ttvwvu,199.0
526275,vswsxv,383683,tytwyt,251.0
1053040,rqvtquq,305266,tqvsww,128.0
747049,xuxquz,531150,vtrrvq,339.0
195392,rzvtzs,147058,ruxqvy,24.0
383121,tytrsr,129312,rsztrs,261.0
130800,rtqyqq,822549,yssvuz,589.0
893070,yztqxq,279151,sxzrvr,732.0
108271,rqysxr,310707,trqxqx,902.0
133094,rttqzu,1083940,rqytzuq,813.0
710657,xrqwvx,386075,tywqxv,711.0
1015259,rqrvsvz,854288,yvusyy,777.0
344173,tuurxt,884588,yyuvyy,80.0
395095,tzvqzv,522105,vssrqv,18.0
784874,xyuyxu,1049181,rquzryr,435.0
287542,syxvus,1004614,rqquwru,737.0
649714,wuzxru,135454,rtvuvu,95.0
531465,vtruwv,484095,uyuqzv,914.0
240195,suqrzv,185288,ryvsyy,406.0
594951,vzuzvr,748576,xuyvxw,831.0
954245,zvusuv,557244,vvxsuu,487.0
716634,xrwwtu,923579,zstvxz,849.0
643220,wutssq,121508,rsrvqy,894.0
729579,xszvxz,777766,xxxxww,679.0
380582,tyqvys,131394,rtrtzu,531.0
928166,zsyrww,880295,yyqszv,402.0
181840,ryryuq,519287,vrzsyx,231.0
585935,vyvztv,450229,uvqssz,51.0
835291,ytvszr,464045,uwuquv,694.0
686445,wywuuv,1001438,rqqruty,599.0
1013173,rqrtrxt,278737,sxyxtx,16.0
725088,xsvqyy,255745,svvxuv,858.0
414626,uruwsw,1036686,rqtwwyw,462.0
180186,ryqryw,690027,wzqqsx,45.0
230602,stqwqs,1073194,rqxtrzu,468.0
909286,zqzsyw,242289,sussyz,850.0
662138,wwsrty,622591,wssvzr,610.0
1068583,rqwyvyt,136117,rtwrrx,240.0
153596,rvtvzw,545838,vuvyty,514.0
109369,rqztwz,473945,uxtzuv,942.0
665750,wwvxvq,547648,vuxwuy,137.0
363173,twtrxt,237137,stxrtx,577.0
903389,zqttyz,854753,yvuxvt,755.0
873491,yxtuzr,282143,sysrut,655.0
545000,vuvqqq,512995,vrszzv,787.0
588960,vyyzwq,989163,zyzrwt,714.0
964547,zwuvux,723302,xsttqs,340.0
633292,wttszs,706613,xqwwrt,450.0
393549,tztvuz,486058,uywqvy,297.0
394791,tzuxzr,843546,yutvuw,414.0
830978,ytqzxy,961570,zwrvxq,556.0
604653,wquwvt,519287,vrzsyx,700.0
200354,sqqtvu,612218,wrssry,618.0
307506,tqxvqw,160520,rwqvsq,335.0
445454,uuvuvu,900805,zqqyqv,888.0
1078691,rqxywzr,599465,vzzuwv,377.0
140588,ruqvyy,103473,rqtuxt,507.0
565285,vwvsyv,361923,twrzst,582.0
824184,ysuryu,419698,urzwzy,821.0
895389,yzvtyz,280727,syqxsx,410.0
201253,sqrsvt,1050331,rqvqttr,453.0
607290,wqxszq,764588,xwuvyy,336.0
385163,tyvrwt,835964,ytvzwu,868.0
883961,yytzwr,951633,zvrwtt,562.0
872047,yxsqux,295177,szvrxx,282.0
856259,yvwsvz,751361,xvrtwr,565.0
371083,txrqyt,730841,xtqyur,357.0
106400,rqwuqq,210697,srqwzx,745.0
131873,rtryxt,861770,ywrxxq,845.0
590613,vzqwrt,571985,vxrzyv,547.0
733011,xttqrr,207516,sqxvrw,854.0
831417,ytrurx,215124,srvrsu,779.0
231537,strvtx,232443,stsuut,342.0
285769,syvxwz,274947,sxuzux,389.0
608656,wqywvw,119202,rrzsqs,948.0
694274,wzusxu,871363,yxrtwt,792.0
796102,xzwrqs,230722,stqxss,430.0
986788,zywxyy,985931,zyvztr,849.0
889126,yyzrsw,709143,xqzrut,340.0
572163,vxsrwt,513316,vrttrw,151.0
669603,wwzwqt,418080,uryqyq,151.0
555999,vvvzzz,736819,xtwyrz,79.0
738854,xtyyvu,808665,yqywwv,92.0
358437,tvyutx,970337,zxqttx,315.0
718586,xryvyw,924460,zsuuwq,52.0
210825,srqysv,1041610,rqurwrq,784.0
930609,ztqwqz,431554,utrvvu,885.0
223783,sstxyt,580475,vyquxv,134.0
1080019,rqyqqrz,945060,zuvqwq,308.0
926865,zswywv,641075,wurqxv,696.0
325685,tsvwyv,867660,ywxwwq,55.0
967737,zwxxtx,553899,vvtyzz,89.0
290847,szqyux,556902,vvwzqs,364.0
143976,rutzxw,570197,vxqrzx,932.0
1005258,rqqvsvy,175702,rxvxqs,329.0
375593,txvvzt,347166,tuxrww,35.0
217765,srxxwv,927108,zsxrqy,462.0
195339,rzvttz,259555,svzvvv,239.0
295216,szvsrw,461643,uwrwut,365.0
721729,xsrxsz,433300,utttqq,134.0
844496,yuuuzw,681342,wyrtus,767.0
914599,zruvzz,691087,wzrqyx,139.0
420144,usqruu,438442,utyuus,634.0
432572,utsvxs,1020957,rqsqzvx,299.0
950427,zvqusx,615121,wrvrsr,299.0
186014,rywqru,424280,ususyq,50.0
705813,xqvyrt,419561,urzvwr,33.0
345749,tuvxuz,772855,xxsyvv,635.0
993507,zztvqx,707892,xqxyzs,762.0
670063,wxqqwt,538357,vtytvx,872.0
509070,vqzqxq,598459,vzyuvz,582.0
981703,zyrxqt,358799,tvyxzz,871.0
790032,xzqqts,856811,yvwyrr,300.0
313659,trtwvz,910820,zrqysq,762.0
977899,zxxyzz,293113,sztrrt,170.0
582939,vysztz,718619,xrywrz,580.0
1077223,rqxxsst,1043517,rqutvrx,470.0
563754,vwtxvu,924700,zsuxqq,75.0
881400,yyruqq,1062054,rqwsqvu,121.0
728483,xsyuyt,476121,uxwrsr,695.0
352695,tvswzv,297287,szxsyx,925.0
633844,wttyuu,850260,yvqswq,545.0
976642,zxwwus,836498,ytwuzy,880.0
654990,wvuzzq,895983,yzvzyt,229.0
691174,wzrrxu,633083,wttqyt,470.0
412419,ursurz,719926,xrzzsw,648.0
487788,uyxxyy,218729,sryxsz,315.0
826332,yswtts,425063,usvqwt,963.0
1061599,rqwrvzz,292971,szszxr,157.0
871230,yxrstq,159659,rvzwvz,267.0
134197,rturzx,253965,svtzwv,249.0
487480,uyxuyq,791309,xzrtqz,294.0
447779,uuxxxz,226630,sswwtq,318.0
310570,trqvxq,627596,wsxvzw,265.0
294097,szuqzx,552486,vvsuyw,304.0
135084,rtvqyu,914351,zrutvr,970.0
515313,vrvtrt,192173,rzsrxt,199.0
609458,wqzuvy,262315,swstrv,98.0
182953,ryszvt,725250,xsvsvq,373.0
1073848,rqxtyuy,317049,trxquz,564.0
876251,yxwsvr,877031,yxxqtr,768.0
460750,uwqxvq,121540,rsrvuq,733.0
784249,xyusuz,282208,syssqy,553.0
545860,vuvywq,667379,wwxtxz,623.0
746735,xuwxtv,863544,ywtvuu,25.0
942280,zussyq,899787,yzzxyx,245.0
911821,zrrysr,383951,tytzvr,508.0
384061,tyuqwr,334817,ttuyrx,126.0
791943,xzrzut,1037592,rqtxvzs,180.0
901217,zqrsrx,1025435,rqsvutv,638.0
549217,vuzsrx,678524,wxyvsu,481.0
203268,sqtswy,539582,vtzvys,471.0
206197,sqwrzx,498376,uzytxw,15.0
334683,ttuwyt,130304,rtqtqu,217.0
226907,sswzqx,187281,ryxsyr,656.0
939016,ztzqrw,151389,rvrtyz,265.0
767063,xwxqwt,814150,yrurvq,79.0
251992,svrzzs,660842,wwqyus,726.0
172910,rxszrq,489281,uyzsyr,510.0
677502,wxxvqs,563749,vwtxuz,622.0
423035,ustqtv,234089,stuqyz,464.0
593704,vztxqu,299703,szzxqt,448.0
522324,vsstsu,397674,tzxwxu,151.0
249391,suztzr,543855,vutyvv,707.0
556790,vvwxzq,993808,zztyqy,588.0
756969,xvwzwz,443748,uutxuy,341.0
840368,yuqtwy,591130,vzrrtq,578.0
609655,wqzwvv,390214,tzqsru,291.0
442639,uuswtz,107708,rqxxqy,946.0
209103,sqzrqt,310744,trqxuu,484.0
342087,tusqyx,192826,rzsysw,69.0
326038,tswqty,758659,xvywvz,779.0
556491,vvwuzr,827014,ysxqru,187.0
493324,uzttsu,1066836,rqwwytw,17.0
295841,szvyur,605968,wqvzwy,819.0
366054,twwqvu,971211,zxrsrr,545.0
842845,yusyuv,506291,vqwszr,647.0
484497,uyuuzx,329475,tszuxv,888.0
653705,wvtxqv,525478,vsvuxy,502.0
1069108,rqwzrqy,295855,szvyvv,888.0
722932,xsszts,809515,yqzvrv,306.0
968059,zwyqvz,494498,uzuuzy,599.0
276198,sxwrzy,105169,rqvrwz,290.0
772724,xxsxsu,488103,uyyrqt,820.0
149673,ruzwxt,445008,uuvqqy,989.0
929361,zsztwr,337685,ttxwyv,908.0
429500,uszvqq,708885,xqyyyv,700.0
142357,rustvx,179251,rxzsvr,475.0
200140,sqqruq,136691,rtwwzr,263.0
244658,suuwvy,782286,xyssyw,578.0
297164,szxrwu,615596,wrvvzw,516.0
1059195,rqvzrzv,419734,urzxtu,931.0
1099282,rqzzsys,314923,truzst,640.0
414485,uruuyv,757602,xvxwqs,510.0
415564,urvvwu,177838,rxxyty,760.0
989202,zyzsqs,434616,utuwrw,186.0
938789,ztyxyz,942150,zusrvq,725.0
624176,wsurxw,990130,zzqrtq,818.0
913866,zrtyww,738195,xtyrzv,623.0
133127,rttrsx,167071,rwxqxr,222.0
631696,wtrwzw,330473,ttquxt,509.0
750851,xvqyvr,937083,ztxqyt,465.0
194795,rzuxzv,356251,tvwsvr,360.0
1073819,rqxtyrz,493331,uztttr,516.0
148430,ruyutq,609725,wqzxsv,931.0
569141,vwzrur,763971,xwtzxr,872.0
860228,ywqssy,152792,rvsxzs,688.0
502169,vqsrwz,458452,uvyuvs,539.0
394614,tzuwru,329094,tszqzu,647.0
458980,uvyzyq,765928,xwvzsy,212.0
220763,ssqxwt,389066,tyzqww,577.0
388526,tyyvsw,1071873,rqxryxt,653.0
259276,svzsxw,860704,ywqxqu,652.0
645699,wuvwzz,789007,xyzqqx,913.0
396420,tzwusq,192752,rzsxvs,343.0
1099232,rqzzsts,800783,yqqxyt,155.0
305647,tqvwux,358669,tvywwz,490.0
629924,wszzsu,737069,xtxqwz,199.0
387427,tyxusx,732136,xtsrtw,85.0
446750,uuwxvq,1054699,rqvuwzz,102.0
1043235,rqutstv,959279,zvzsxz,43.0
514718,vruxry,914814,zruyru,492.0
713346,xrttuw,1054260,rqvuswq,744.0
174015,rxuqrv,706101,xqwrqr,278.0
396355,tzwtvv,276700,sxwxqq,114.0
176144,rxwruu,521608,vsrwqy,958.0
630678,wtqwxy,318053,tryqvt,927.0
592014,vzsqru,225570,ssvvxq,716.0
392461,tzsuwr,1052566,rqvsvww,889.0
445004,uuvqqu,130707,rtqxqx,836.0
495644,uzvwuu,133916,rttzrw,150.0
366282,twwsys,210038,srqqty,688.0
557137,vvxrtx,315873,trvyxt,778.0
535511,vtvvrr,272176,sxsrxw,573.0
692050,wzsqvq,176948,rxwzuy,216.0
317300,trxtqq,906211,zqwsrr,718.0
910848,zrqyuy,152183,rvsryt,794.0
577110,vxxrrq,890539,yzqvtz,62.0
148316,ruytrw,182723,rysxst,182.0
1054473,rqvuuxt,128393,rsytzt,643.0
441749,uurxuz,194464,rzuuwu,463.0
422091,ussqzr,824854,ysuyvu,905.0
1055101,rqvvrqr,667208,wwxsqy,445.0
1004439,rqquutz,827923,ysxzst,383.0
457578,uvxvxy,819813,yrzyrt,935.0
774725,xxuxsv,570427,vxqusx,58.0
961784,zwrxyu,180903,ryqzqt,958.0
450164,uvqrwu,867763,ywxxwt,712.0
171298,rxrszy,649707,wuzxqx,599.0
148446,ruyuuw,544806,vuuyqw,913.0
380105,tyqrqv,1020248,rqsqsuy,762.0
912146,zrsruw,1096578,rqzwvxy,246.0
646391,wuwtzr,886884,yywyyu,122.0
371110,txrrrq,1011413,rqrrurt,118.0
843019,yutqrz,263846,swtyuw,511.0
448950,uuyzvq,870591,yxqvzr,102.0
383208,tytsqy,575016,vxvqrw,798.0
460198,uwqrzy,880582,yyqvys,438.0
879472,yxzuxs,588188,vyyryy,34.0
387791,tyxxzr,229290,sszszq,997.0
1063305,rqwttqv,845291,yuvszr,403.0
899528,yzzvsy,747363,xuxtwt,106.0
1083296,rqytszw,895619,yzvwrz,903.0
435051,utvqvr,603461,wqtuwr,422.0
261678,swrwxy,927504,zsxvqu,154.0
142746,rusxuw,722196,xssrzw,638.0
530039,vtqqtz,375310,txvtrq,683.0
1088525,rqyyvsv,176048,rxwquy,567.0
841277,yursxx,728546,xsyvuw,287.0
245753,suvxvt,469225,uwzssv,86.0
372262,txssws,281503,syrvqt,322.0
659106,wvzrqw,557031,vvxqtr,765.0
142615,ruswrv,142635,ruswtv,425.0
896211,yzwsrr,440042,uuqqus,984.0
201390,sqrtzq,513899,vrtyzz,836.0
1025946,rqsvzuw,227488,ssxuyy,187.0
451499,uvruzz,419365,urztwv,549.0
190093,rzqqzt,609221,wqzssr,384.0
132540,rtsvuq,396096,tzwqzw,401.0
935964,ztvzwu,667214,wwxsru,292.0
858079,yvyqxz,751765,xvrxwv,475.0
590732,vzqxts,621147,wsrrux,234.0
731372,xtrtxs,618864,wryywu,179.0
966938,zwwzty,463412,uwturs,505.0
1000100,rqqqrqq,867903,ywxzqt,367.0
213976,srtzxw,759728,xvzxsy,707.0
727397,xsxtzx,1069646,rqwzwuw,717.0
197196,rzxrzw,931439,ztrutz,36.0
927134,zsxrtu,899837,yzzytx,801.0
932835,ztsytv,265910,swvzrq,31.0
621717,wsrxrx,710814,xrqyru,997.0
470464,uxquwu,817421,yrxusr,267.0
159028,rvzqsy,860209,ywqsqz,19.0
854192,yvurzs,1043773,rqutxxt,576.0
678867,wxyywx,315730,trvxtq,372.0
631829,wtrysz,1015050,rqrvqvq,667.0
178242,rxysus,392737,tzsxtx,811.0
329943,tszzut,1045889,rquvyyz,497.0
724759,xsuxvz,458487,uvyuyx,314.0
538769,vtyxwz,260278,swqsxy,290.0
463649,uwtwuz,406761,uqwxwr,766.0
1059692,rqvzwzs,174424,rxuusu,88.0
297759,szxxvz,747702,xuxxqs,467.0
1040848,rquqyuy,753256,xvtsvw,155.0
563415,vwturv,107603,rqxwqt,740.0
151816,rvryrw,261566,swrvww,155.0
334183,tturyt,478207,uxysqx,163.0
320292,tsqszs,367078,twxqxy,308.0
717417,xrxurx,269772,swzxxs,411.0
521448,vsruuy,438023,utyqst,684.0
621453,wsruvt,994440,zzuuuq,248.0
1013764,rqrtxwu,130204,rtqsqu,516.0
1060930,rqwqztq,537592,vtxvzs,889.0
993786,zztxyw,497065,uzxqwv,140.0
1053319,rqvttrz,145916,ruvzrw,488.0
333285,tttsyv,641213,wursrt,19.0
466502,uwwvqs,1074797,rqxuxzx,666.0
447295,uuxszv,278443,sxyuut,622.0
1081931,rqyrztr,830520,ytqvsq,242.0
368237,twystx,467522,uwxvss,497.0
932096,ztsqzw,361220,twrssq,687.0
255251,svvsvr,639734,wtzxtu,673.0
896834,yzwytu,915703,zrvxqt,238.0
823885,ystyyv,1025797,rqsvxzx,418.0
715564,xrvvwu,776211,xxwsrr,787.0
713360,xrttwq,792318,xzstry,708.0
1057585,rqvxvyv,102870,rqsyxq,494.0
125878,rsvyxy,656833,wvwytt,781.0
588778,vyyxxy,1034176,rqturxw,600.0
932889,ztsyyz,706197,xqwrzx,846.0
344365,tuutwv,1062330,rqwsttq,476.0
688108,wyyrqy,253873,svtyxt,484.0
518536,vryvtw,604152,wqurvs,151.0
442107,uusrqx,760917,xwqzrx,872.0
938177,ztyrxx,590933,vzqztt,451.0
946751,zuwxvr,560075,vwqqxv,512.0
832115,ytsrrv,682693,wyswzt,459.0
1003382,rqqttys,180336,ryqttw,308.0
991206,zzrsqw,731344,xtrtuu,279.0
792673,xzswxt,845344,yuvtuu,248.0
774530,xxuvtq,499589,uzzvyz,267.0
434977,utuzxx,626014,wswqru,604.0
188134,ryyrtu,654603,wvuwqt,439.0
874457,yxuuvx,713242,xrtsus,213.0
538534,vtyvtu,1058047,rqvyqux,437.0
601716,wqrxrw,451690,uvrwzq,956.0
515351,vrvtvr,361225,twrssv,237.0
841885,yuryyv,303321,tqttsr,395.0
960506,zwqvqw,277464,sxxuwu,12.0
106728,rqwxsy,162913,rwszrt,136.0
1096440,rqzwuuq,1091183,rqzrryt,620.0
455045,uvvquv,897075,yzxqxv,783.0
711147,xrrrux,239212,stzsrs,730.0
587841,vyxyur,949281,zuzsyr,46.0
974258,zxusvy,178547,rxyvux,823.0
1061860,rqwrywq,906831,zqwytr,886.0
795788,xzvxyy,747903,xuxzqt,60.0
210677,srqwxx,135042,rtvqus,227.0
248566,suyvww,218523,sryvst,128.0
686265,wywswv,321253,tsrsvt,772.0
461570,uwrvxq,937050,ztxqvq,871.0
503149,vqtruz,1074539,rqxuvtz,507.0
108405,rqyuqv,185827,ryvysx,124.0
579083,vxzqyt,510941,vrqzur,571.0
265103,swvrqt,199419,rzzurz,747.0
552560,vvsvwq,160188,rwqryy,102.0
574281,vxusyr,235784,stvxyu,906.0
202459,sqsuvz,695497,wzvuzx,110.0
457413,uvxurt,775597,xxvvzx,167.0
197416,rzxurw,145947,ruvzux,559.0
205351,sqvtvr,1008939,rqqyztz,549.0
958268,zvyswy,897865,yzxywv,423.0
1028496,rqsyuzw,291262,szrsws,894.0
862405,ywsuqv,998053,zzyqvt,474.0
605253,wqvsvt,897301,yzxtqr,115.0
1029893,rqszyzt,495171,uzvrxr,105.0
388584,tyyvyu,124119,rsurrz,799.0
818117,yryrrx,1055164,rqvvrwu,258.0
207319,sqxtrz,855777,yvvxxx,416.0
361710,twrxrq,1094788,rqzuxyy,315.0
1035226,rqtvssw,1065646,rqwvwuw,382.0
362718,twsxry,262127,swsrsx,188.0
304362,tqutws,774977,xxuzxx,678.0
554944,vvuzuu,943422,zutuss,962.0
110843,rrqyut,752286,xvssyw,276.0
815611,yrvwrr,1062099,rqwsqzz,903.0
531618,vtrwry,336671,ttwwxr,727.0
105838,rqvyty,240166,suqrww,637.0
673457,wxtuvx,512160,vrsrwq,673.0
610986,wrqzyw,556580,vvwvyq,702.0
485661,uyvwwr,985708,zyvxqy,77.0
217674,srxwxu,815986,yrvzyw,372.0
408869,uqyywz,555995,vvvzzv,301.0
